Code	Proposal	n1	n2	n3	year_pres	presented	published	presented_date	1st debate	pri_debate	2nd debate	seg_debate	Approval	Ex Signature	p_veto	published_data	Min de la Ley	Decree	Executive	MP	Party	Commission	Other	na	No. MPs	Multiple parties	Territory	t_pres_1deb	t_pres_2deb	Exe sign	t_pres_exe	t(pres-pub)	t(pres-pub)	t(1std-2ndd)	t(1std-exe)	t(1sd-pub)	t(2nd-exesign)	t(2nd-pub)	t(exesign-pub)	1erd	2nd	DiasGob	1/15/07	DiasGob2
621	Ley orgánica de distribución de la riqueza	A5	P0	B2	2015	1	0	6/5/15	6/17/15	1								0	0	0	0	0	0	0			0	12	 			0	0	 	 	 	 	 	 	1	0	-39097		0
622	Ley reformatoria al sistema nacional de contratación pública	A1	P0	B3	2015	1	0	6/5/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
623	Ley reformatoria al cootad	A7	P0	B2	2015	1	0	6/8/15										0	0	0	0	0	0	0			0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
624	Ley reformatoria a la ley orgánica de donación y transplante de órganos	A9	P0	B3	2015	1	0	6/11/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
625	Ley reformatoria a la ley de educación intercultural bilingüe	A9	P0	B3	2015	1	0	6/16/15	9/30/15	1								0	0	1	0	0	0	0	1	0	0	106	 			0	0	 	 	 	 	 	 	1	0	-39097		0
626	Ley reformatoria a la loes	A9	P0	B3	2015	1	0	6/16/15	9/30/15	1								0	0	1	0	0	0	0	1	0	0	106	 			0	0	 	 	 	 	 	 	1	0	-39097		0
627	Ley reformatoria a la losep	A1	P0	B3	2015	1	0	6/30/15	10/24/15	1								0	0	1	0	0	0	0	1	0	0	116	 			0	0	 	 	 	 	 	 	1	0	-39097		0
628	Ley reformatoria al cootad	A7	P0	B3	2015	1	0	6/30/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
629	Ley reformatoria a la ley orgánica de transporte terrestre y seguridad vial	A1	P0	B3	2015	1	0	7/9/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
630	Ley reformatoria al libro II del código civil	A3	P0	B3	2015	1	0	7/10/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
631	Ley orgánica de movilidad humana	A9	P0	B3	2015	1	0	7/16/15	11/14/16	1								0	0	1	0	0	0	0	7	0	0	487	 			0	0	 	 	 	 	 	 	1	0	-39097		0
632	Ley reformatoria a la ley orgánica de servicio público	A1	P0	B3	2015	1	0	7/21/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
633	Ley reformatoria a la ley orgánica de servicio público	A1	P0	B3	2015	1	0	7/23/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
634	Ley reformatoria al código del trabajo y a la ley orgánica de servicio público	A1	P0	B3	2015	1	0	7/28/15	11/24/15	1								0	0	1	0	0	0	0	1	0	0	119	 			0	0	 	 	 	 	 	 	1	0	-39097		0
635	Ley reformatoria a la ley orgánica de defensa de los derechos laborales	A3	P0	B3	2015	1	0	7/28/15	12/2/15	1								0	0	1	0	0	0	0	1	0	0	127	 			0	0	 	 	 	 	 	 	1	0	-39097		0
636	Ley reformatoria la ley orgánica de servicio público	A1	P0	B3	2015	1	0	7/31/15	3/30/16	1								0	0	1	0	0	0	0	1	0	0	243	 			0	0	 	 	 	 	 	 	1	0	-39097		0
637	Ley derogatoria al coip	A3	P0	B3	2015	1	0	8/4/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
638	Ley de extinción de universidad y escuelas politécnicas extinguidas por el ceacess	A9	P0	B4	2015	1	0	8/12/15										0	0	0	0	0	1	0			0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
639	Ley para el ejercicio profesional de los administradores públicos	A1	P0	B3	2015	1	0	8/18/15	11/24/15	1								0	0	1	0	0	0	0	1	0	0	98	 			0	0	 	 	 	 	 	 	1	0	-39097		0
640	Ley reformatoria al coip	A3	P0	B3	2015	1	0	9/10/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
641	Ley reformatoria a la ley orgánica de comunicación	A9	P0	B3	2015	1	0	9/14/15	11/18/15	1								0	0	1	0	0	0	0	1	0	0	65	 			0	0	 	 	 	 	 	 	1	0	-39097		0
642	Ley reformatoria a la ley del anciano	A9	P0	B3	2015	1	0	9/15/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
643	Ley reformatoria al artículo 246 del coip	A3	P0	B3	2015	1	0	9/21/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
644	Ley reformatoria a la ley orgánica de servicio público de energía eléctrica	A5	P0	B3	2015	1	0	9/23/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
645	Ley orgánica de incentivos para asociaciones público-privadas	A5	P1	B2	2015	1	1	9/25/15	10/7/15	1	10/27/15	1	10/27/15	11/17/15	1	12/18/15	0	1	1	0	0	0	0	0			0	12	32	11/17/15	53	0	0	20	41	72	21	52	31	1	1	3259		3259
646	Ley reformatoria a la ley orgánica de la función legislativa	A7	P0	B3	2015	1	0	9/30/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
647	Ley reformatoria a la ley orgánica de transporte terrestre y seguridad vial	A1	P0	B3	2015	1	0	10/1/15										0	0	1	0	0	0	0	2	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
648	Ley reformatoria a la disposición transitoria séptima de la ley orgánica de servicio público de electricidad	A1	P0	B3	2015	1	0	10/5/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
649	Ley reformatoria al artículo 67 de la ley orgánica de garantías jurisdiccionales	A3	P0	B3	2015	1	0	10/6/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
650	"Ley reformatoria a la ley orgánica electoral, código de la democracia"	A7	P0	B3	2015	1	0	10/6/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
651	"Ley reformatoria a la ley orgánica electoral, código de la democracia"	A7	P0	B4	2015	1	0	10/15/15										0	0	0	0	0	1	0			0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
652	Ley reformatoria al artículo 117 de la ley orgánica de educación intercultural	A9	P0	B3	2015	1	0	10/20/15	12/1/15	1								0	0	1	0	0	0	0	1	0	0	42	 			0	0	 	 	 	 	 	 	1	0	-39097		0
653	Ley reformatoria al artículo 171 de la ley orgánica de elecciones	A7	P0	B3	2015	1	0	10/22/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
654	Ley orgánica para evitar la elusión del impuesto a la renta sobre las herencias	A2	P1	B2	2015	1	1	10/23/15	1/20/16	1	6/16/16	1	6/16/16	7/6/16	1	7/21/16	0	0	1	0	0	0	0	0			0	89	237	7/6/16	257	0	0	148	168	183	20	35	15	1	1	3475		3475
655	Ley reformatoria al coip	A3	P0	B3	2015	1	0	10/26/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
656	Ley reformatoria al coip	A3	P0	B3	2015	1	0	10/27/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
657	Ley reformatoria a la ley orgánica de servicio público de energía eléctrica	A1	P0	B3	2015	1	0	11/5/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
658	Ley de extinción de universidad y escuelas politécnicas extinguidas por el ceacess	A9	P0	B3	2015	1	0	11/9/15	1/27/16	1								0	0	1	0	0	0	0	1	0	0	79	 			0	0	 	 	 	 	 	 	1	0	-39097		0
659	Código del comercio	A5	P0	B3	2015	1	0	11/9/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
660	Ley de fomento y desarrollo agropecuario	A5	P0	B3	2015	1	0	11/10/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
661	Ley reformatoria a la ley para reprimir el lavado de activos	A3	P1	B2	2015	1	1	11/17/15	3/9/16	1	6/9/16	1	6/9/16	6/30/16	1	7/21/16	0	0	1	0	0	0	0	0			0	113	205	6/30/16	226	0	0	92	113	134	21	42	21	1	1	3475		3475
662	Ley reformatoria al código del trabajo	A3	P0	B3	2015	1	0	11/17/15	1/6/16	1								0	0	1	0	0	0	0	1	0	0	50	 			0	0	 	 	 	 	 	 	1	0	-39097		0
663	Ley orgánica de circunscripción territorial amazónica	A8	P0	B3	2015	1	0	11/17/15										0	0	1	0	0	0	0	2	0	1	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
664	Ley reformatoria a la ley de seguridad social	A9	P0	B3	2015	1	0	11/24/15	1/27/16	1								0	0	1	0	0	0	0	1	0	0	64	 			0	0	 	 	 	 	 	 	1	0	-39097		0
665	Ley reformatoria a la loes	A9	P0	B3	2015	1	0	12/2/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
666	Ley reformatoria a la ley orgánica de comunicación	A9	P0	B3	2015	1	0	12/8/15	2/11/16	1								0	0	1	0	0	0	0	1	0	0	65	 			0	0	 	 	 	 	 	 	1	0	-39097		0
667	Ley reformatoria a la ley orgánica de servicio público	A1	P0	B3	2015	1	0	12/8/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
668	Ley reformatoria al artículo 65 de la ley de minería	A5	P0	B3	2015	1	0	12/9/15	1/11/16	1								0	0	1	0	0	0	0	1	0	0	33	 			0	0	 	 	 	 	 	 	1	0	-39097		0
669	Código orgánico administrativo	A1	P0	B3	2015	1	0	12/15/15	8/9/16	1								0	0	1	0	0	0	0	1	0	0	238	 			0	0	 	 	 	 	 	 	1	0	-39097		0
670	Ley reformatoria al código orgánico de la producción	A5	P0	B3	2015	1	0	12/15/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
671	Ley reformatoria al coip	A3	P0	B3	2015	1	0	12/16/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
672	Ley reformatoria al coip	A3	P0	B3	2015	1	0	12/16/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
673	Ley reformatoria a la ley de creación de la universidad estatal amazónica	A9	P0	B3	2015	1	0	12/22/15	3/9/16	1	5/19/16	1	5/19/16					0	0	1	0	0	0	0	1	0	1	78	149			0	0	71	 	 	 	 	 	1	1	-39097		0
674	Ley reformatoria a la ley de régimen del sector público	A1	P0	B3	2015	1	0	12/28/15	7/1/16	1								0	0	1	0	0	0	0	6	0	0	186	 			0	0	 	 	 	 	 	 	1	0	-39097		0
675	Ley reformatoria al coip	A3	P0	B2	2015	1	0	12/28/15										0	1	0	0	0	0	0			0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
676	Ley orgánica para una niñez y adolescencia libre de castigo físico	A9	P0	B3	2016	1	0	1/4/16	7/29/16	1								0	0	1	0	0	0	0	1	0	0	207	 			0	0	 	 	 	 	 	 	1	0	-39097		0
677	Ley orgánica de derechos linguísticos de pueblos y nacionalidades	A9	P0	B3	2016	1	0	1/4/16										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
678	Ley reformatoria a la ley orgánica del servicio público	A1	P0	B3	2016	1	0	1/6/16	7/1/16	1								0	0	1	0	0	0	0	1	0	0	177	 			0	0	 	 	 	 	 	 	1	0	-39097		0
679	Ley reformatoria a la disposición general sexta de la loes	A9	P0	B3	2016	1	0	1/7/16										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
680	Ley orgánica de tratados internacionales	A6	P0	B3	2016	1	0	1/7/16										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
681	Ley reformatoria al cootad	A7	P1	B3	2016	1	1	1/25/16	3/17/16	1	6/30/16	1	6/30/16	7/18/16	0	7/25/16	0	0	0	1	0	0	0	0	1	0	0	52	157	7/18/16	175	0	0	105	123	130	18	25	7	1	1	3479		3479
682	Ley reformatoria al código del trabajo	A9	P0	B3	2016	1	0	1/26/16	5/18/16	1								0	0	1	0	0	0	0	1	0	0	113	 			0	0	 	 	 	 	 	 	1	0	-39097		0
683	Ley reformatoria a la ley orgánica de la función legislativa	A7	P0	B3	2016	1	0	1/27/16										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
684	Ley reformatoria a la ley orgánica de la función legislativa	A7	P0	B3	2016	1	0	2/4/16										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
685	Ley orgánica para la optimización de la jornada laboral y seguro de desempleo	A9	P1	B2	2016	1	1	2/23/16	3/4/16	1	3/17/16	1	3/17/16	3/22/16	0	3/28/16	0	1	1	0	0	0	0	0			0	10	23	3/22/16	28	0	0	13	18	24	5	11	6	1	1	3360		3360
686	Ley reformatoria a la ley de seguridad social	A9	P0	B3	2016	1	0	3/3/16	5/11/16	1								0	0	1	0	0	0	0	1	0	0	69	 			0	0	 	 	 	 	 	 	1	0	-39097		0
687	Ley reformatoria a la loes	A9	P0	B3	2016	1	0	3/3/16										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
688	Ley reformatoria al coip	A3	P0	B3	2016	1	0	3/7/16										0	0	1	0	0	0	0	2	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
689	Ley orgánica para la posición equitativa de hombres y mujeres en posiciones de liderazgo en el sector público	A3	P0	B3	2016	1	0	3/8/16	6/8/16	1								0	0	1	0	0	0	0	1	0	0	92	 			0	0	 	 	 	 	 	 	1	0	-39097		0
690	Ley orgánica de parto humanizado	A9	P0	B3	2016	1	0	3/14/16	8/24/16	1								0	0	1	0	0	0	0	1	0	0	163	 			0	0	 	 	 	 	 	 	1	0	-39097		0
691	Ley de práctica intercultural para el parto humanizado	A9	P0	B3	2016	1	0	3/14/16										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
692	Ley reformatoria al artículo 18 de la ley notarial	A1	P0	B3	2016	1	0	3/16/16	8/3/16	1	11/24/16	1	11/24/16					0	0	1	0	0	0	0	1	0	0	140	253			0	0	113	 	 	 	 	 	1	1	-39097		0
693	Ley reformatoria a la ley electoral	A7	P0	B3	2016	1	0	3/17/16										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
694	Ley reformatoria al coip	A3	P0	B3	2016	1	0	4/5/16										0	0	1	0	0	0	0	2	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
695	Ley reformatoria a la ley orgánica de transporte terrestre y seguridad vial	A1	P0	B3	2016	1	0	4/7/16										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
696	Ley reformatoria a la ley orgánica de transporte terrestre y seguridad vial	A1	P0	B3	2016	1	0	4/11/16										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
697	Ley solidaria de corresponsabilidad por las afectaciones del terremoto	A9	P1	B2	2016	1	1	4/21/16	5/1/16	1	5/12/16	1	5/12/16	5/16/16	0	5/20/16	0	1	1	0	0	0	0	0			0	10	21	5/16/16	25	0	0	11	15	19	4	8	4	1	1	3413		3413
698	Ley orgánica para evitar el despilfarro de recursos públicos en propaganda	A7	P0	B3	2016	1	0	4/21/16	6/16/16	1								0	0	1	0	0	0	0	1	0	0	56	 			0	0	 	 	 	 	 	 	1	0	-39097		0
699	Ley reformatoria a la ley orgánica de seguridad social	A9	P0	B3	2016	1	0	5/3/16										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
700	Ley reformatoria a la ley orgánica de comunicación	A3	P0	B3	2016	1	0	5/12/16										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
701	Ley reformatoria al código del trabajo	A9	P0	B3	2016	1	0	5/19/16	7/14/16	1								0	0	1	0	0	0	0	1	0	0	56	 			0	0	 	 	 	 	 	 	1	0	-39097		0
702	Ley reformatoria al código de trabajo	A9	P0	B3	2016	1	0	5/19/16										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
703	Ley para la regulación y control en el manejo de medicamentos e insumos médicos	A9	P0	B3	2016	1	0	5/23/16										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
704	Ley reformatoria a la ley de servicio público	A1	P0	B3	2016	1	0	5/25/16										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
705	Ley reformatoria a la ley orgánica para la regulación y control del tabaco	A9	P0	B3	2016	1	0	6/2/16										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
706	Ley reformatoria a la ley orgánica de la función legislativa	A7	P0	B3	2016	1	0	6/6/16										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
707	Ley reformatoria a la ley orgánica de incentivos a la producción	A5	P0	B3	2016	1	0	6/9/16										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
708	Ley reformatoria al coip	A3	P0	B3	2016	1	0	6/14/16										0	0	1	0	0	0	0	4	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
-	Ley orgánica reformatoria a la ley orgánica de la función de transparencia y control social	A7	P0	B4	2016	1	0	12/16/16	4/24/17	1								0	0	0	0	0	1	0			0	129	 			0	0							1	0	-39097		0
-	Ley reformatoria a la ley orgánica de consejos de igualdad	A3	P0	B3	2016	1	0	12/20/16										0	0	1	0	0	0	0	0	0	0		 			0	0							0	0	-39097		0
-	Ley reformatoria al coip	A3	P1	B3	2016	1	1	12/21/16	12/19/18	1	9/19/19	1	12/24/19	10/18/19	1	12/24/19	0	0	0	0	0	1	0	0	3	0	0	728	1002			0	0	274	 	370	 	96	67	1	1	4726		4726
-	Ley orgánica de la circunscripción territorial especial amazónica	A8	P1	B2	2016	1	1	12/23/16	1/26/17	1	3/15/18	1	12/21/18	4/11/18	1	12/21/18	0	0	1	0	0	0	0	0	0	0	1	34	447			0	0	413	 	694	 	281	254	1	1	4358		4358
-	Ley para recordar y reflexionar sobre las luchas sociales	A4	P0	B3	2016	1	0	12/21/16										0	0	1	0	0	0	0	0	0	0													0	0	-39097		0
-	Ley reformatoria a la ley de seguridad social y del biess	A9	P0	B3	2016	1	0	12/27/16										0	0	1	0	0	0	0	0	0	0													0	0	-39097		0
-	Ley para promover la fiscalización ciudadana	A7	P0	B3	2016	1	0	12/27/16										0	0	1	0	0	0	0	0	0	0													0	0	-39097		0
-	Ley reformatoria a la ley orgánica de servicio público de energía eléctrica	A1	P0	B3	2016	1	0	12/27/16										0	0	1	0	0	0	0	0	0	0													0	0	-39097		0
-	Ley orgánica para el fomento e impulso  a la actividad artesanal	A5	P0	B3	2017	1	0	4/19/17										0	0	1	0	0	0	0	1	0	0													0	0	-39097		0
-	Ley reformatoria a la ley electoral y de organizaciones políticas	A7	P0	B3	2017	1	0	4/19/17										0	0	1	0	0	0	0	0	0	0													0	0	-39097		0
-	Ley reformatoria a la ley orgánica de educación superior	A9	P1	B3	2017	1	1	4/21/17	5/3/17	1	5/17/18	1	8/2/18	6/14/18	1	8/2/18	0	0	0	1	0	0	0	0	1	1	0	12	391			0	0	379	 	456	 	77	49	1	1	4217		4217
-	Ley reformatoria a la contraloría general del estado	A7	P0	B3	2017	1	0	4/25/17										0	0	1	0	0	0	0	1	0	0													0	0	-39097		0
-	Ley reformatoria a la ley orgánica de defensa del consumidor	A3	P0	B3	2017	1	0	4/25/17										0	0	1	0	0	0	0	1	0	0													0	0	-39097		0
-	Ley orgánica reformatoria a la ley orgánica de educación intercultural	A9	P1	B3	2017	1	1	4/25/17	12/30/18	1	3/11/21	1	4/19/21		0	4/19/21	0	0	0	1	0	0	0	0	1	0	0	614	1416			0	0	802	 	841	 	39	 	1	1	5208		5208
-	Ley reformatoria a la ley de la función legislativa	A7	P0	B3	2017	1	0	4/27/17										0	0	1	0	0	0	0	1	0	0													0	0	-39097		0
-	Ley de transición de gobierno	A7	P0	B2	2017	1	0	4/28/17										0	1	0	0	0	0	0	0	0	0													0	0	-39097		0
-	Ley de reparación de daños a depositantes afectados por el decreto 365	A3	P0	B3	2017	1	0	4/28/17										0	0	1	0	0	0	0	1	0	0													0	0	-39097		0
